round,client_id,loss,comm_time,epoch
1,0,2.5761,16.6630,3
1,1,2.0609,15.1104,7
2,0,2.3752,3.2151,7
2,1,2.5976,5.5930,3
3,0,2.4649,7.3955,3
3,1,2.4732,6.0496,7
4,0,2.4428,2.8093,7
4,1,2.5068,4.7598,3
5,0,2.6381,4.8238,3
5,1,2.4268,2.1507,7
6,0,2.2368,2.8585,7
6,1,2.4340,4.8407,3
7,0,2.4474,4.8300,3
7,1,2.1940,2.7254,7
8,0,2.4125,2.1550,7
8,1,2.4173,4.1808,3
